titre,description,genre
Les Quatre Accords Toltèques,Don Miguel Ruiz livre 4 principes simples pour transformer sa vie et atteindre la liberté personnelle.,Développement personnel
Ta deuxième vie commence quand tu comprends que tu n'en as qu'une,Un roman de développement personnel sur la quête de sens et la redécouverte de soi.,Développement personnel
Miracle Morning,Hal Elrod présente une routine matinale qui change la vie en 6 étapes simples.,Développement personnel
L’Alchimiste,Un jeune berger part à la recherche de sa Légende personnelle et découvre la sagesse du monde.,Développement personnel
Comment se faire des amis,Dale Carnegie offre des conseils pratiques pour améliorer ses relations et influencer positivement les autres.,Développement personnel
L’art subtil de s’en foutre,Mark Manson propose une approche honnête et libératrice de la vie et du bonheur.,Développement personnel
Le Petit Prince,"Un aviateur rencontre un petit garçon venu d’une autre planète, qui lui raconte ses aventures et sa vision du monde.",Jeunesse
Harry Potter à l’école des sorciers,Un jeune garçon découvre qu’il est un sorcier et rejoint l’école de magie de Poudlard.,Jeunesse
Matilda,"Matilda, petite fille surdouée et maltraitée, découvre qu’elle possède des pouvoirs extraordinaires.",Jeunesse
Charlie et la chocolaterie,Charlie gagne un ticket d’or pour visiter la mystérieuse chocolaterie de Willy Wonka.,Jeunesse
Le BGG (Le Bon Gros Géant),Sophie est enlevée par un géant gentil qui l’emmène dans le pays des rêves.,Jeunesse
Les Désastreuses Aventures des orphelins Baudelaire,Trois orphelins tentent d’échapper aux plans diaboliques du comte Olaf dans une série de mésaventures.,Jeunesse
Max et les maximonstres,"Max, un enfant turbulent, voyage dans un monde peuplé de monstres où il devient roi.",Jeunesse
"Le Monde de Narnia : Le lion, la sorcière blanche et l’armoire magique",Quatre enfants traversent une armoire magique pour rejoindre le monde de Narnia et le sauver du mal.,Jeunesse
La Passe-Miroir : Les fiancés de l’hiver,"Ophélie, jeune liseuse, est fiancée contre son gré et découvre un monde complexe de magie et d’intrigues.",Jeunesse
Percy Jackson : Le voleur de foudre,Percy découvre qu’il est un demi-dieu et part en quête pour retrouver l’éclair de Zeus.,Jeunesse
Le Petit Prince,"Un aviateur rencontre un petit garçon venu d’une autre planète, qui lui raconte ses aventures et sa vision du monde.",Jeunesse
Harry Potter à l’école des sorciers,Un jeune garçon découvre qu’il est un sorcier et rejoint l’école de magie de Poudlard.,Jeunesse
Matilda,"Matilda, petite fille surdouée et maltraitée, découvre qu’elle possède des pouvoirs extraordinaires.",Jeunesse
Charlie et la chocolaterie,Charlie gagne un ticket d’or pour visiter la mystérieuse chocolaterie de Willy Wonka.,Jeunesse
Le BGG (Le Bon Gros Géant),Sophie est enlevée par un géant gentil qui l’emmène dans le pays des rêves.,Jeunesse
Les Désastreuses Aventures des orphelins Baudelaire,Trois orphelins tentent d’échapper aux plans diaboliques du comte Olaf dans une série de mésaventures.,Jeunesse
Max et les maximonstres,"Max, un enfant turbulent, voyage dans un monde peuplé de monstres où il devient roi.",Jeunesse
"Le Monde de Narnia : Le lion, la sorcière blanche et l’armoire magique",Quatre enfants traversent une armoire magique pour rejoindre le monde de Narnia et le sauver du mal.,Jeunesse
La Passe-Miroir : Les fiancés de l’hiver,"Ophélie, jeune liseuse, est fiancée contre son gré et découvre un monde complexe de magie et d’intrigues.",Jeunesse
Percy Jackson : Le voleur de foudre,Percy découvre qu’il est un demi-dieu et part en quête pour retrouver l’éclair de Zeus.,Jeunesse
Le Petit Prince,"Un aviateur rencontre un petit garçon venu d’une autre planète, qui lui raconte ses aventures et sa vision du monde.",Jeunesse
Harry Potter à l’école des sorciers,Un jeune garçon découvre qu’il est un sorcier et rejoint l’école de magie de Poudlard.,Jeunesse
Matilda,"Matilda, petite fille surdouée et maltraitée, découvre qu’elle possède des pouvoirs extraordinaires.",Jeunesse
Charlie et la chocolaterie,Charlie gagne un ticket d’or pour visiter la mystérieuse chocolaterie de Willy Wonka.,Jeunesse
Le BGG (Le Bon Gros Géant),Sophie est enlevée par un géant gentil qui l’emmène dans le pays des rêves.,Jeunesse
Les Désastreuses Aventures des orphelins Baudelaire,Trois orphelins tentent d’échapper aux plans diaboliques du comte Olaf dans une série de mésaventures.,Jeunesse
Max et les maximonstres,"Max, un enfant turbulent, voyage dans un monde peuplé de monstres où il devient roi.",Jeunesse
"Le Monde de Narnia : Le lion, la sorcière blanche et l’armoire magique",Quatre enfants traversent une armoire magique pour rejoindre le monde de Narnia et le sauver du mal.,Jeunesse
La Passe-Miroir : Les fiancés de l’hiver,"Ophélie, jeune liseuse, est fiancée contre son gré et découvre un monde complexe de magie et d’intrigues.",Jeunesse
Percy Jackson : Le voleur de foudre,Percy découvre qu’il est un demi-dieu et part en quête pour retrouver l’éclair de Zeus.,Jeunesse
Le Petit Prince,"Un aviateur rencontre un petit garçon venu d’une autre planète, qui lui raconte ses aventures et sa vision du monde.",Jeunesse
Harry Potter à l’école des sorciers,Un jeune garçon découvre qu’il est un sorcier et rejoint l’école de magie de Poudlard.,Jeunesse
Matilda,"Matilda, petite fille surdouée et maltraitée, découvre qu’elle possède des pouvoirs extraordinaires.",Jeunesse
Charlie et la chocolaterie,Charlie gagne un ticket d’or pour visiter la mystérieuse chocolaterie de Willy Wonka.,Jeunesse
Le BGG (Le Bon Gros Géant),Sophie est enlevée par un géant gentil qui l’emmène dans le pays des rêves.,Jeunesse
Les Désastreuses Aventures des orphelins Baudelaire,Trois orphelins tentent d’échapper aux plans diaboliques du comte Olaf dans une série de mésaventures.,Jeunesse
Max et les maximonstres,"Max, un enfant turbulent, voyage dans un monde peuplé de monstres où il devient roi.",Jeunesse
"Le Monde de Narnia : Le lion, la sorcière blanche et l’armoire magique",Quatre enfants traversent une armoire magique pour rejoindre le monde de Narnia et le sauver du mal.,Jeunesse
La Passe-Miroir : Les fiancés de l’hiver,"Ophélie, jeune liseuse, est fiancée contre son gré et découvre un monde complexe de magie et d’intrigues.",Jeunesse
Percy Jackson : Le voleur de foudre,Percy découvre qu’il est un demi-dieu et part en quête pour retrouver l’éclair de Zeus.,Jeunesse
Le Petit Prince,"Un aviateur rencontre un petit garçon venu d’une autre planète, qui lui raconte ses aventures et sa vision du monde.",Jeunesse
Harry Potter à l’école des sorciers,Un jeune garçon découvre qu’il est un sorcier et rejoint l’école de magie de Poudlard.,Jeunesse
Matilda,"Matilda, petite fille surdouée et maltraitée, découvre qu’elle possède des pouvoirs extraordinaires.",Jeunesse
Charlie et la chocolaterie,Charlie gagne un ticket d’or pour visiter la mystérieuse chocolaterie de Willy Wonka.,Jeunesse
Le BGG (Le Bon Gros Géant),Sophie est enlevée par un géant gentil qui l’emmène dans le pays des rêves.,Jeunesse
Les Désastreuses Aventures des orphelins Baudelaire,Trois orphelins tentent d’échapper aux plans diaboliques du comte Olaf dans une série de mésaventures.,Jeunesse
Max et les maximonstres,"Max, un enfant turbulent, voyage dans un monde peuplé de monstres où il devient roi.",Jeunesse
"Le Monde de Narnia : Le lion, la sorcière blanche et l’armoire magique",Quatre enfants traversent une armoire magique pour rejoindre le monde de Narnia et le sauver du mal.,Jeunesse
La Passe-Miroir : Les fiancés de l’hiver,"Ophélie, jeune liseuse, est fiancée contre son gré et découvre un monde complexe de magie et d’intrigues.",Jeunesse
Percy Jackson : Le voleur de foudre,Percy découvre qu’il est un demi-dieu et part en quête pour retrouver l’éclair de Zeus.,Jeunesse
Le Petit Prince,"Un aviateur rencontre un petit garçon venu d’une autre planète, qui lui raconte ses aventures et sa vision du monde.",Jeunesse
Harry Potter à l’école des sorciers,Un jeune garçon découvre qu’il est un sorcier et rejoint l’école de magie de Poudlard.,Jeunesse
Matilda,"Matilda, petite fille surdouée et maltraitée, découvre qu’elle possède des pouvoirs extraordinaires.",Jeunesse
Charlie et la chocolaterie,Charlie gagne un ticket d’or pour visiter la mystérieuse chocolaterie de Willy Wonka.,Jeunesse
Le BGG (Le Bon Gros Géant),Sophie est enlevée par un géant gentil qui l’emmène dans le pays des rêves.,Jeunesse
Les Désastreuses Aventures des orphelins Baudelaire,Trois orphelins tentent d’échapper aux plans diaboliques du comte Olaf dans une série de mésaventures.,Jeunesse
Max et les maximonstres,"Max, un enfant turbulent, voyage dans un monde peuplé de monstres où il devient roi.",Jeunesse
"Le Monde de Narnia : Le lion, la sorcière blanche et l’armoire magique",Quatre enfants traversent une armoire magique pour rejoindre le monde de Narnia et le sauver du mal.,Jeunesse
La Passe-Miroir : Les fiancés de l’hiver,"Ophélie, jeune liseuse, est fiancée contre son gré et découvre un monde complexe de magie et d’intrigues.",Jeunesse
Percy Jackson : Le voleur de foudre,Percy découvre qu’il est un demi-dieu et part en quête pour retrouver l’éclair de Zeus.,Jeunesse
Le Petit Prince,"Un aviateur rencontre un petit garçon venu d’une autre planète, qui lui raconte ses aventures et sa vision du monde.",Jeunesse
Harry Potter à l’école des sorciers,Un jeune garçon découvre qu’il est un sorcier et rejoint l’école de magie de Poudlard.,Jeunesse
Matilda,"Matilda, petite fille surdouée et maltraitée, découvre qu’elle possède des pouvoirs extraordinaires.",Jeunesse
Charlie et la chocolaterie,Charlie gagne un ticket d’or pour visiter la mystérieuse chocolaterie de Willy Wonka.,Jeunesse
Le BGG (Le Bon Gros Géant),Sophie est enlevée par un géant gentil qui l’emmène dans le pays des rêves.,Jeunesse
Les Désastreuses Aventures des orphelins Baudelaire,Trois orphelins tentent d’échapper aux plans diaboliques du comte Olaf dans une série de mésaventures.,Jeunesse
Max et les maximonstres,"Max, un enfant turbulent, voyage dans un monde peuplé de monstres où il devient roi.",Jeunesse
"Le Monde de Narnia : Le lion, la sorcière blanche et l’armoire magique",Quatre enfants traversent une armoire magique pour rejoindre le monde de Narnia et le sauver du mal.,Jeunesse
La Passe-Miroir : Les fiancés de l’hiver,"Ophélie, jeune liseuse, est fiancée contre son gré et découvre un monde complexe de magie et d’intrigues.",Jeunesse
Percy Jackson : Le voleur de foudre,Percy découvre qu’il est un demi-dieu et part en quête pour retrouver l’éclair de Zeus.,Jeunesse
Le Petit Prince,"Un aviateur rencontre un petit garçon venu d’une autre planète, qui lui raconte ses aventures et sa vision du monde.",Jeunesse
Harry Potter à l’école des sorciers,Un jeune garçon découvre qu’il est un sorcier et rejoint l’école de magie de Poudlard.,Jeunesse
Matilda,"Matilda, petite fille surdouée et maltraitée, découvre qu’elle possède des pouvoirs extraordinaires.",Jeunesse
Charlie et la chocolaterie,Charlie gagne un ticket d’or pour visiter la mystérieuse chocolaterie de Willy Wonka.,Jeunesse
Le BGG (Le Bon Gros Géant),Sophie est enlevée par un géant gentil qui l’emmène dans le pays des rêves.,Jeunesse
Les Désastreuses Aventures des orphelins Baudelaire,Trois orphelins tentent d’échapper aux plans diaboliques du comte Olaf dans une série de mésaventures.,Jeunesse
Max et les maximonstres,"Max, un enfant turbulent, voyage dans un monde peuplé de monstres où il devient roi.",Jeunesse
"Le Monde de Narnia : Le lion, la sorcière blanche et l’armoire magique",Quatre enfants traversent une armoire magique pour rejoindre le monde de Narnia et le sauver du mal.,Jeunesse
La Passe-Miroir : Les fiancés de l’hiver,"Ophélie, jeune liseuse, est fiancée contre son gré et découvre un monde complexe de magie et d’intrigues.",Jeunesse
Percy Jackson : Le voleur de foudre,Percy découvre qu’il est un demi-dieu et part en quête pour retrouver l’éclair de Zeus.,Jeunesse
Le Petit Prince,"Un aviateur rencontre un petit garçon venu d’une autre planète, qui lui raconte ses aventures et sa vision du monde.",Jeunesse
Harry Potter à l’école des sorciers,Un jeune garçon découvre qu’il est un sorcier et rejoint l’école de magie de Poudlard.,Jeunesse
Matilda,"Matilda, petite fille surdouée et maltraitée, découvre qu’elle possède des pouvoirs extraordinaires.",Jeunesse
Charlie et la chocolaterie,Charlie gagne un ticket d’or pour visiter la mystérieuse chocolaterie de Willy Wonka.,Jeunesse
Le BGG (Le Bon Gros Géant),Sophie est enlevée par un géant gentil qui l’emmène dans le pays des rêves.,Jeunesse
Les Désastreuses Aventures des orphelins Baudelaire,Trois orphelins tentent d’échapper aux plans diaboliques du comte Olaf dans une série de mésaventures.,Jeunesse
Max et les maximonstres,"Max, un enfant turbulent, voyage dans un monde peuplé de monstres où il devient roi.",Jeunesse
"Le Monde de Narnia : Le lion, la sorcière blanche et l’armoire magique",Quatre enfants traversent une armoire magique pour rejoindre le monde de Narnia et le sauver du mal.,Jeunesse
La Passe-Miroir : Les fiancés de l’hiver,"Ophélie, jeune liseuse, est fiancée contre son gré et découvre un monde complexe de magie et d’intrigues.",Jeunesse
Percy Jackson : Le voleur de foudre,Percy découvre qu’il est un demi-dieu et part en quête pour retrouver l’éclair de Zeus.,Jeunesse
Le Petit Prince,"Un aviateur rencontre un petit garçon venu d’une autre planète, qui lui raconte ses aventures et sa vision du monde.",Jeunesse
Harry Potter à l’école des sorciers,Un jeune garçon découvre qu’il est un sorcier et rejoint l’école de magie de Poudlard.,Jeunesse
Matilda,"Matilda, petite fille surdouée et maltraitée, découvre qu’elle possède des pouvoirs extraordinaires.",Jeunesse
Charlie et la chocolaterie,Charlie gagne un ticket d’or pour visiter la mystérieuse chocolaterie de Willy Wonka.,Jeunesse
Le BGG (Le Bon Gros Géant),Sophie est enlevée par un géant gentil qui l’emmène dans le pays des rêves.,Jeunesse
Les Désastreuses Aventures des orphelins Baudelaire,Trois orphelins tentent d’échapper aux plans diaboliques du comte Olaf dans une série de mésaventures.,Jeunesse
Max et les maximonstres,"Max, un enfant turbulent, voyage dans un monde peuplé de monstres où il devient roi.",Jeunesse
"Le Monde de Narnia : Le lion, la sorcière blanche et l’armoire magique",Quatre enfants traversent une armoire magique pour rejoindre le monde de Narnia et le sauver du mal.,Jeunesse
La Passe-Miroir : Les fiancés de l’hiver,"Ophélie, jeune liseuse, est fiancée contre son gré et découvre un monde complexe de magie et d’intrigues.",Jeunesse
Percy Jackson : Le voleur de foudre,Percy découvre qu’il est un demi-dieu et part en quête pour retrouver l’éclair de Zeus.,Jeunesse
Les Fleurs du mal,"Un recueil de poèmes où Baudelaire explore la beauté, le mal, l’amour et la mort.",Poésie
Alcools,Apollinaire exprime les sentiments modernes avec un mélange de lyrisme et de formes nouvelles.,Poésie
Paroles,"Prévert rassemble des poèmes sur la liberté, l’amour et la vie quotidienne dans un style accessible.",Poésie
Le Spleen de Paris,Baudelaire écrit en prose poétique sur la mélancolie et l’ennui dans la ville moderne.,Poésie
Le Bateau ivre,Rimbaud compose un poème symboliste évoquant les dérives d’un bateau libre sur l’océan.,Poésie
Calligrammes,Recueil poétique où Apollinaire joue avec la disposition des mots sur la page pour créer des images.,Poésie
Clair de lune,Paul Verlaine chante la mélancolie et l’élégance à travers un style musical et sensible.,Poésie
Le recueil de poèmes d’Éluard,"Éluard écrit sur l’amour, la liberté et la résistance avec un langage simple et fort.",Poésie
Poèmes Saturniens,"Verlaine explore la tristesse, l’amour et la musique des mots dans son premier recueil.",Poésie
Les Contemplations,"Victor Hugo médite sur la vie, la mort et les souvenirs dans une œuvre empreinte de sagesse.",Poésie
Les Fleurs du mal,"Un recueil de poèmes où Baudelaire explore la beauté, le mal, l’amour et la mort.",Poésie
Alcools,Apollinaire exprime les sentiments modernes avec un mélange de lyrisme et de formes nouvelles.,Poésie
Paroles,"Prévert rassemble des poèmes sur la liberté, l’amour et la vie quotidienne dans un style accessible.",Poésie
Le Spleen de Paris,Baudelaire écrit en prose poétique sur la mélancolie et l’ennui dans la ville moderne.,Poésie
Le Bateau ivre,Rimbaud compose un poème symboliste évoquant les dérives d’un bateau libre sur l’océan.,Poésie
Calligrammes,Recueil poétique où Apollinaire joue avec la disposition des mots sur la page pour créer des images.,Poésie
Clair de lune,Paul Verlaine chante la mélancolie et l’élégance à travers un style musical et sensible.,Poésie
Le recueil de poèmes d’Éluard,"Éluard écrit sur l’amour, la liberté et la résistance avec un langage simple et fort.",Poésie
Poèmes Saturniens,"Verlaine explore la tristesse, l’amour et la musique des mots dans son premier recueil.",Poésie
Les Contemplations,"Victor Hugo médite sur la vie, la mort et les souvenirs dans une œuvre empreinte de sagesse.",Poésie
Les Fleurs du mal,"Un recueil de poèmes où Baudelaire explore la beauté, le mal, l’amour et la mort.",Poésie
Alcools,Apollinaire exprime les sentiments modernes avec un mélange de lyrisme et de formes nouvelles.,Poésie
Paroles,"Prévert rassemble des poèmes sur la liberté, l’amour et la vie quotidienne dans un style accessible.",Poésie
Le Spleen de Paris,Baudelaire écrit en prose poétique sur la mélancolie et l’ennui dans la ville moderne.,Poésie
Le Bateau ivre,Rimbaud compose un poème symboliste évoquant les dérives d’un bateau libre sur l’océan.,Poésie
Calligrammes,Recueil poétique où Apollinaire joue avec la disposition des mots sur la page pour créer des images.,Poésie
Clair de lune,Paul Verlaine chante la mélancolie et l’élégance à travers un style musical et sensible.,Poésie
Le recueil de poèmes d’Éluard,"Éluard écrit sur l’amour, la liberté et la résistance avec un langage simple et fort.",Poésie
Poèmes Saturniens,"Verlaine explore la tristesse, l’amour et la musique des mots dans son premier recueil.",Poésie
Les Contemplations,"Victor Hugo médite sur la vie, la mort et les souvenirs dans une œuvre empreinte de sagesse.",Poésie
Les Fleurs du mal,"Un recueil de poèmes où Baudelaire explore la beauté, le mal, l’amour et la mort.",Poésie
Alcools,Apollinaire exprime les sentiments modernes avec un mélange de lyrisme et de formes nouvelles.,Poésie
Paroles,"Prévert rassemble des poèmes sur la liberté, l’amour et la vie quotidienne dans un style accessible.",Poésie
Le Spleen de Paris,Baudelaire écrit en prose poétique sur la mélancolie et l’ennui dans la ville moderne.,Poésie
Le Bateau ivre,Rimbaud compose un poème symboliste évoquant les dérives d’un bateau libre sur l’océan.,Poésie
Calligrammes,Recueil poétique où Apollinaire joue avec la disposition des mots sur la page pour créer des images.,Poésie
Clair de lune,Paul Verlaine chante la mélancolie et l’élégance à travers un style musical et sensible.,Poésie
Le recueil de poèmes d’Éluard,"Éluard écrit sur l’amour, la liberté et la résistance avec un langage simple et fort.",Poésie
Poèmes Saturniens,"Verlaine explore la tristesse, l’amour et la musique des mots dans son premier recueil.",Poésie
Les Contemplations,"Victor Hugo médite sur la vie, la mort et les souvenirs dans une œuvre empreinte de sagesse.",Poésie
Les Fleurs du mal,"Un recueil de poèmes où Baudelaire explore la beauté, le mal, l’amour et la mort.",Poésie
Alcools,Apollinaire exprime les sentiments modernes avec un mélange de lyrisme et de formes nouvelles.,Poésie
Paroles,"Prévert rassemble des poèmes sur la liberté, l’amour et la vie quotidienne dans un style accessible.",Poésie
Le Spleen de Paris,Baudelaire écrit en prose poétique sur la mélancolie et l’ennui dans la ville moderne.,Poésie
Le Bateau ivre,Rimbaud compose un poème symboliste évoquant les dérives d’un bateau libre sur l’océan.,Poésie
Calligrammes,Recueil poétique où Apollinaire joue avec la disposition des mots sur la page pour créer des images.,Poésie
Clair de lune,Paul Verlaine chante la mélancolie et l’élégance à travers un style musical et sensible.,Poésie
Le recueil de poèmes d’Éluard,"Éluard écrit sur l’amour, la liberté et la résistance avec un langage simple et fort.",Poésie
Poèmes Saturniens,"Verlaine explore la tristesse, l’amour et la musique des mots dans son premier recueil.",Poésie
Les Contemplations,"Victor Hugo médite sur la vie, la mort et les souvenirs dans une œuvre empreinte de sagesse.",Poésie
Les Fleurs du mal,"Un recueil de poèmes où Baudelaire explore la beauté, le mal, l’amour et la mort.",Poésie
Alcools,Apollinaire exprime les sentiments modernes avec un mélange de lyrisme et de formes nouvelles.,Poésie
Paroles,"Prévert rassemble des poèmes sur la liberté, l’amour et la vie quotidienne dans un style accessible.",Poésie
Le Spleen de Paris,Baudelaire écrit en prose poétique sur la mélancolie et l’ennui dans la ville moderne.,Poésie
Le Bateau ivre,Rimbaud compose un poème symboliste évoquant les dérives d’un bateau libre sur l’océan.,Poésie
Calligrammes,Recueil poétique où Apollinaire joue avec la disposition des mots sur la page pour créer des images.,Poésie
Clair de lune,Paul Verlaine chante la mélancolie et l’élégance à travers un style musical et sensible.,Poésie
Le recueil de poèmes d’Éluard,"Éluard écrit sur l’amour, la liberté et la résistance avec un langage simple et fort.",Poésie
Poèmes Saturniens,"Verlaine explore la tristesse, l’amour et la musique des mots dans son premier recueil.",Poésie
Les Contemplations,"Victor Hugo médite sur la vie, la mort et les souvenirs dans une œuvre empreinte de sagesse.",Poésie
Les Fleurs du mal,"Un recueil de poèmes où Baudelaire explore la beauté, le mal, l’amour et la mort.",Poésie
Alcools,Apollinaire exprime les sentiments modernes avec un mélange de lyrisme et de formes nouvelles.,Poésie
Paroles,"Prévert rassemble des poèmes sur la liberté, l’amour et la vie quotidienne dans un style accessible.",Poésie
Le Spleen de Paris,Baudelaire écrit en prose poétique sur la mélancolie et l’ennui dans la ville moderne.,Poésie
Le Bateau ivre,Rimbaud compose un poème symboliste évoquant les dérives d’un bateau libre sur l’océan.,Poésie
Calligrammes,Recueil poétique où Apollinaire joue avec la disposition des mots sur la page pour créer des images.,Poésie
Clair de lune,Paul Verlaine chante la mélancolie et l’élégance à travers un style musical et sensible.,Poésie
Le recueil de poèmes d’Éluard,"Éluard écrit sur l’amour, la liberté et la résistance avec un langage simple et fort.",Poésie
Poèmes Saturniens,"Verlaine explore la tristesse, l’amour et la musique des mots dans son premier recueil.",Poésie
Les Contemplations,"Victor Hugo médite sur la vie, la mort et les souvenirs dans une œuvre empreinte de sagesse.",Poésie
Les Fleurs du mal,"Un recueil de poèmes où Baudelaire explore la beauté, le mal, l’amour et la mort.",Poésie
Alcools,Apollinaire exprime les sentiments modernes avec un mélange de lyrisme et de formes nouvelles.,Poésie
Paroles,"Prévert rassemble des poèmes sur la liberté, l’amour et la vie quotidienne dans un style accessible.",Poésie
Le Spleen de Paris,Baudelaire écrit en prose poétique sur la mélancolie et l’ennui dans la ville moderne.,Poésie
Le Bateau ivre,Rimbaud compose un poème symboliste évoquant les dérives d’un bateau libre sur l’océan.,Poésie
Calligrammes,Recueil poétique où Apollinaire joue avec la disposition des mots sur la page pour créer des images.,Poésie
Clair de lune,Paul Verlaine chante la mélancolie et l’élégance à travers un style musical et sensible.,Poésie
Le recueil de poèmes d’Éluard,"Éluard écrit sur l’amour, la liberté et la résistance avec un langage simple et fort.",Poésie
Poèmes Saturniens,"Verlaine explore la tristesse, l’amour et la musique des mots dans son premier recueil.",Poésie
Les Contemplations,"Victor Hugo médite sur la vie, la mort et les souvenirs dans une œuvre empreinte de sagesse.",Poésie
Les Fleurs du mal,"Un recueil de poèmes où Baudelaire explore la beauté, le mal, l’amour et la mort.",Poésie
Alcools,Apollinaire exprime les sentiments modernes avec un mélange de lyrisme et de formes nouvelles.,Poésie
Paroles,"Prévert rassemble des poèmes sur la liberté, l’amour et la vie quotidienne dans un style accessible.",Poésie
Le Spleen de Paris,Baudelaire écrit en prose poétique sur la mélancolie et l’ennui dans la ville moderne.,Poésie
Le Bateau ivre,Rimbaud compose un poème symboliste évoquant les dérives d’un bateau libre sur l’océan.,Poésie
Calligrammes,Recueil poétique où Apollinaire joue avec la disposition des mots sur la page pour créer des images.,Poésie
Clair de lune,Paul Verlaine chante la mélancolie et l’élégance à travers un style musical et sensible.,Poésie
Le recueil de poèmes d’Éluard,"Éluard écrit sur l’amour, la liberté et la résistance avec un langage simple et fort.",Poésie
Poèmes Saturniens,"Verlaine explore la tristesse, l’amour et la musique des mots dans son premier recueil.",Poésie
Les Contemplations,"Victor Hugo médite sur la vie, la mort et les souvenirs dans une œuvre empreinte de sagesse.",Poésie
Les Fleurs du mal,"Un recueil de poèmes où Baudelaire explore la beauté, le mal, l’amour et la mort.",Poésie
Alcools,Apollinaire exprime les sentiments modernes avec un mélange de lyrisme et de formes nouvelles.,Poésie
Paroles,"Prévert rassemble des poèmes sur la liberté, l’amour et la vie quotidienne dans un style accessible.",Poésie
Le Spleen de Paris,Baudelaire écrit en prose poétique sur la mélancolie et l’ennui dans la ville moderne.,Poésie
Le Bateau ivre,Rimbaud compose un poème symboliste évoquant les dérives d’un bateau libre sur l’océan.,Poésie
Calligrammes,Recueil poétique où Apollinaire joue avec la disposition des mots sur la page pour créer des images.,Poésie
Clair de lune,Paul Verlaine chante la mélancolie et l’élégance à travers un style musical et sensible.,Poésie
Le recueil de poèmes d’Éluard,"Éluard écrit sur l’amour, la liberté et la résistance avec un langage simple et fort.",Poésie
Poèmes Saturniens,"Verlaine explore la tristesse, l’amour et la musique des mots dans son premier recueil.",Poésie
Les Contemplations,"Victor Hugo médite sur la vie, la mort et les souvenirs dans une œuvre empreinte de sagesse.",Poésie
Une brève histoire du temps,Stephen Hawking vulgarise la cosmologie et explique l'origine et la structure de l'univers.,Essai
Surveiller et punir,Michel Foucault analyse l’évolution des systèmes pénitentiaires et la discipline sociale.,Essai
Le Deuxième Sexe,Simone de Beauvoir explore la condition féminine et le rôle du patriarcat dans la société.,Essai
L’art de la guerre,Sun Tzu offre un traité de stratégie militaire applicable aussi au monde des affaires.,Essai
La société du spectacle,Guy Debord critique la société de consommation et l’image comme fondement du capitalisme.,Essai
Indignez-vous !,Stéphane Hessel appelle à la résistance pacifique contre l’indifférence et l’injustice.,Essai
Éloge de la lenteur,Carl Honoré défend une philosophie de vie fondée sur la lenteur et la pleine conscience.,Essai
La crise de la culture,"Hannah Arendt réfléchit aux fondements de la culture, de la politique et de l'autorité.",Essai
L’Homme révolté,Albert Camus s’interroge sur la révolte humaine face à l’absurdité et l’injustice du monde.,Essai
De la démocratie en Amérique,Tocqueville analyse la démocratie américaine et ses implications sociales et politiques.,Essai
Une brève histoire du temps,Stephen Hawking vulgarise la cosmologie et explique l'origine et la structure de l'univers.,Essai
Surveiller et punir,Michel Foucault analyse l’évolution des systèmes pénitentiaires et la discipline sociale.,Essai
Le Deuxième Sexe,Simone de Beauvoir explore la condition féminine et le rôle du patriarcat dans la société.,Essai
L’art de la guerre,Sun Tzu offre un traité de stratégie militaire applicable aussi au monde des affaires.,Essai
La société du spectacle,Guy Debord critique la société de consommation et l’image comme fondement du capitalisme.,Essai
Indignez-vous !,Stéphane Hessel appelle à la résistance pacifique contre l’indifférence et l’injustice.,Essai
Éloge de la lenteur,Carl Honoré défend une philosophie de vie fondée sur la lenteur et la pleine conscience.,Essai
La crise de la culture,"Hannah Arendt réfléchit aux fondements de la culture, de la politique et de l'autorité.",Essai
L’Homme révolté,Albert Camus s’interroge sur la révolte humaine face à l’absurdité et l’injustice du monde.,Essai
De la démocratie en Amérique,Tocqueville analyse la démocratie américaine et ses implications sociales et politiques.,Essai
Une brève histoire du temps,Stephen Hawking vulgarise la cosmologie et explique l'origine et la structure de l'univers.,Essai
Surveiller et punir,Michel Foucault analyse l’évolution des systèmes pénitentiaires et la discipline sociale.,Essai
Le Deuxième Sexe,Simone de Beauvoir explore la condition féminine et le rôle du patriarcat dans la société.,Essai
L’art de la guerre,Sun Tzu offre un traité de stratégie militaire applicable aussi au monde des affaires.,Essai
La société du spectacle,Guy Debord critique la société de consommation et l’image comme fondement du capitalisme.,Essai
Indignez-vous !,Stéphane Hessel appelle à la résistance pacifique contre l’indifférence et l’injustice.,Essai
Éloge de la lenteur,Carl Honoré défend une philosophie de vie fondée sur la lenteur et la pleine conscience.,Essai
La crise de la culture,"Hannah Arendt réfléchit aux fondements de la culture, de la politique et de l'autorité.",Essai
L’Homme révolté,Albert Camus s’interroge sur la révolte humaine face à l’absurdité et l’injustice du monde.,Essai
De la démocratie en Amérique,Tocqueville analyse la démocratie américaine et ses implications sociales et politiques.,Essai
Une brève histoire du temps,Stephen Hawking vulgarise la cosmologie et explique l'origine et la structure de l'univers.,Essai
Surveiller et punir,Michel Foucault analyse l’évolution des systèmes pénitentiaires et la discipline sociale.,Essai
Le Deuxième Sexe,Simone de Beauvoir explore la condition féminine et le rôle du patriarcat dans la société.,Essai
L’art de la guerre,Sun Tzu offre un traité de stratégie militaire applicable aussi au monde des affaires.,Essai
La société du spectacle,Guy Debord critique la société de consommation et l’image comme fondement du capitalisme.,Essai
